"","outcome.sure","outcome.x","p.x","outcome.y","w.p","choose.sure"
"1",65,120,0.9,10,0.5,FALSE
"2",65,120,0.1,10,0.5,FALSE
"3",87.38,120,0.07,10,0.703454545454545,TRUE
"4",92.5,120,0.9,10,0.75,TRUE
"5",81.31,120,0.93,10,0.648272727272727,TRUE
"6",70.13,120,0.07,10,0.546636363636364,TRUE
"7",72.62,120,0.9,10,0.569272727272727,TRUE
